,acousticness,danceability,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,duration_ms,name,popularity
2177,0.000254,0.548,0.935,0iCrjwLMTjWsdOKdOAZ0FC,0.0,9,0.422,-2.112,1,0.0775,141.118,0.593,133400,Walkie Talkie Man,46
2178,0.0475,0.559,0.868,5T8EDUDqKcs6OSOwEsfqG7,0.000176,5,0.776,-5.276,1,0.17,156.295,0.609,209413,Don't Stop Me Now - Remastered,85
2179,0.271,0.414,0.404,1AhDOtG9vPSOmsWgNW0BEY,0.0,0,0.3,-9.928,0,0.0499,71.105,0.224,354320,Bohemian Rhapsody - Remastered 2011,36
2180,0.84,0.577,0.397,3B5UbSndRz907IZhhmUfLi,0.0,0,0.0772,-5.98,1,0.028,89.044,0.509,197373,Count On Me,66
2182,0.512,0.523,0.606,1wVuPmvt6AWvTL5W2GJnzZ,0.0,1,0.106,-4.754,0,0.0301,145.837,0.065,217866,Talking To The Moon,68
2184,0.0412,0.874,0.692,55h7vJchibLdUkxdlX3fK7,7.24e-05,5,0.324,-5.28,0,0.0431,116.017,0.937,178560,Treasure,75
2185,0.0151,0.637,0.843,47Slg6LuqLaX0VodpSCvPt,0.0,5,0.0876,-5.413,1,0.0432,109.012,0.434,220733,Just The Way You Are,77
2187,0.332,0.738,0.804,386RUes7n1uM1yfzgeUuwp,0.0,11,0.279,-3.851,1,0.0621,174.943,0.949,190213,The Lazy Song,72
2189,0.049,0.726,0.698,3w3y8KPTfNeOKPiqUTakBh,0.0,5,0.309,-4.165,1,0.0431,143.994,0.867,233478,Locked Out Of Heaven,77
2190,0.932,0.612,0.28,0nJW01T7XtvILxQgC5J7Wh,0.0,0,0.088,-8.648,1,0.0434,72.795,0.387,213826,When I Was Your Man,81
2191,0.146,0.706,0.558,4lLtanYk6tkMvooU0tWzG8,0.0,2,0.118,-7.237,0,0.0593,110.443,0.227,223253,Grenade,73
2193,0.000844,0.956,0.72,6jBCehpNMkwFVF3dz4nLIW,0.0,11,0.0597,-13.476,0,0.137,127.872,0.961,183426,It's Tricky,67
2194,0.00325,0.665,0.878,2bnDTGikdoO8CwzlAPyBHR,0.0,6,0.0663,-4.745,0,0.206,93.047,0.394,319293,"Airplanes, Part II (feat Eminem & Hayley Williams of Paramore)",60
2196,0.386,0.688,0.853,59dLtGBS26x7kc0rHbaPrq,0.0,10,0.0862,-5.814,1,0.0493,103.993,0.743,268320,Nothin' On You (feat. Bruno Mars),69
2198,0.0127,0.549,0.932,5uHYcK0nbEYgRaFTY5BqnP,0.0,8,0.347,-4.11,0,0.343,82.439,0.787,196133,Magic (feat. Rivers Cuomo),62
2200,0.11,0.66,0.867,6lV2MSQmRIkycDScNtrBXO,0.0,6,0.0368,-4.285,0,0.116,93.033,0.377,180480,Airplanes (feat. Hayley Williams),74
2202,0.0101,0.606,0.816,2Bdu0cw4fJzUnU7X7fTmBC,0.00738,5,0.267,-6.258,0,0.0741,127.999,0.287,315530,Shine (Original Mix),48
2203,0.000683,0.419,0.938,6GHLfczafUvxMdJrnfdz1l,0.0,7,0.114,-3.12,1,0.0837,160.151,0.333,232320,True Friends,0
2207,0.00302,0.437,0.863,6fcjYy3ZbDrUERS6iHEaeF,0.0,11,0.144,-5.28,0,0.0941,194.073,0.233,240927,Blank Space,38
2210,4.23e-05,0.519,0.876,3vOkwHCghOYbaaJAScLszi,3.37e-05,6,0.128,-5.007,0,0.0489,145.926,0.388,207973,Don't Wake Me,0
2211,0.00461,0.445,0.891,2iyoZuHyuaaBGmLbl6eIEY,0.0,7,0.0849,-2.573,1,0.0659,130.038,0.192,270625,Narrow Mouth,38
2214,0.00193,0.528,0.96,7jIBM2ipUsv8FwXmdd9KmH,0.00343,2,0.328,-3.008,1,0.0707,130.991,0.329,251202,"You Got Spirit, Kid",24
2215,0.0959,0.598,0.791,0lsqIDcMqzsAi0fiogNbPj,2.26e-06,9,0.161,-5.422,0,0.0285,119.52,0.617,234400,Nearly Forgot My Broken Heart,0
2219,0.0503,0.457,0.849,053IpBG54eZGst2seKHB6g,0.0,1,0.127,-2.369,1,0.0353,91.991,0.359,256276,For You,3
2220,3.21e-05,0.295,0.98,1KCAEG6JcsTzi8ddZzs0nk,0.0,2,0.359,-4.075,0,0.0854,134.335,0.283,254613,You Want a Battle? (Here's a War),62
2221,0.00196,0.524,0.763,4l9gNfeexV0FJ7traSwtNf,9.23e-06,7,0.125,-6.732,1,0.0308,131.675,0.35,209266,This Is The Last Time,12
2223,0.122,0.538,0.907,6xG2ZGudUgtV235xvDlSEt,0.0,7,0.381,-3.743,0,0.0494,144.979,0.562,196826,Pokemon Theme,59
2224,0.0252,0.657,0.588,6RT6voCBh00nSyziWPzqAq,0.0,8,0.0871,-6.005,1,0.0272,118.022,0.105,184693,Apologize,4
2225,0.000473,0.498,0.969,6zZf0fg2k8BAaH9F72NFXG,0.000369,9,0.0627,-3.662,1,0.0747,167.116,0.509,207293,Last One Standing,41
2226,4.08e-05,0.412,0.871,08BAOSiwNXX4IqQkfSh2ia,0.0,6,0.138,-3.467,1,0.0678,175.011,0.741,218906,Rumor Mill,0
2238,0.00428,0.451,0.973,0uLhNT7UIH3nZCCDZd3OBl,7.36e-06,8,0.0924,-2.611,1,0.0514,151.885,0.628,225880,Anna Molly,59
2242,0.00131,0.362,0.945,1O9cF24GEhkMI8OZhPKvEy,2.51e-05,10,0.154,-2.651,0,0.0575,114.797,0.487,243746,Monsters,0
2254,0.0368,0.509,0.584,6y20BV5L33R8YXM0YuI38N,9.96e-05,0,0.384,-4.907,1,0.057,170.411,0.685,278746,No One Knows,69
2261,0.0555,0.469,0.934,4ToGY2sw5NMxFyaEAHDnPZ,0.000199,7,0.317,-5.01,1,0.0601,125.937,0.0708,191786,Danse Macabre,37
2267,0.113,0.869,0.635,4qd2M822RIDHeaz5NUNSng,0.0,7,0.111,-7.167,1,0.255,144.988,0.928,163034,Craudete,34
2268,0.000299,0.405,0.976,4Jp6zaYbDGEhK0eV1byXNF,0.000486,11,0.122,-3.317,0,0.0992,140.166,0.386,262749,Let It Go,47
2271,0.144,0.709,0.541,4neEbGERpYHVGPA1McjFmM,0.0,7,0.104,-8.763,1,0.0409,102.957,0.251,248450,Teorema De Carlão,42
2273,0.0211,0.599,0.941,2NlpaJk8ZHt5mMYWfstUnb,0.00148,4,0.128,-4.472,0,0.0743,150.018,0.707,143160,Uma Thurman - Fall Out Boy vs. Didrick (Radio Edit),0
2274,0.136,0.629,0.709,0zREtnLmVnt8KUJZZbSdla,0.0,0,0.237,-6.392,1,0.0584,75.998,0.699,220520,Wavin' Flag,47
2276,0.000192,0.566,0.835,68pN2UQYhwQgPy7VrCFKuV,0.0,9,0.0581,-5.885,1,0.0504,116.041,0.749,207093,In Too Deep,22
2279,0.000617,0.25,0.876,2fYruOD3DhUS2tIyheORi9,0.0,5,0.337,-3.431,1,0.0655,125.123,0.459,184426,Anthem For The Underdog,2
2280,0.0015,0.514,0.975,33MkFDjrJszX5BgFoaLJg0,0.0,3,0.36,-2.534,1,0.065,130.032,0.567,196760,Automatic,39
2283,0.000627,0.693,0.866,7jjepkxo9Znkw5B4NNbFlv,0.00143,2,0.371,-5.86,1,0.0431,108.038,0.78,193280,"Immortals - From ""Big Hero 6”",9
2286,0.00395,0.376,0.877,3le4ECmJTUNXYLsGjQYSXi,4.26e-05,7,0.16,-4.007,1,0.0554,74.954,0.168,229250,Sunrise,59
2290,0.0226,0.64,0.884,6BLLQndvA0rLbLcIZmuuEJ,0.0,6,0.187,-2.609,1,0.0428,124.968,0.573,244000,I Don't Wanna Be In Love (Dance Floor Anthem),59
2300,0.474,0.72,0.422,4hC7fmtx9LmjruoIieWT0m,0.0847,1,0.155,-13.338,0,0.069,112.219,0.546,89293,Tuyo,13
2301,0.0804,0.613,0.885,6wVViUl2xSRoDK2T7dMZbR,0.746,10,0.0997,-7.463,1,0.052,118.506,0.919,263213,Bizarre Love Triangle,64
2302,0.007,0.571,0.981,4JTaNXPNm0gLtqe7SG98T1,0.00514,11,0.346,-3.809,1,0.077,111.013,0.941,174600,Paraíso Proibido,49
2304,0.0022,0.564,0.705,6uddSq7cjGlJ7aKuNdpuFd,0.0,6,0.0507,-3.887,1,0.0585,77.069,0.601,218554,I Knew You Were Trouble,47
2305,0.00194,0.695,0.993,0itNMuBHye9fu392b4e9oa,0.00217,0,0.0877,-3.102,1,0.0614,107.933,0.28,247666,Tell Me Baby,65
2306,0.00507,0.627,0.792,6OLi4CadsNV2RIKwlUTDnh,0.0,4,0.0736,-5.054,0,0.0732,146.992,0.648,197186,Beautiful Ghost,42
2312,0.00183,0.637,0.987,0B5nSzWGWwvYbKl3GvCMuZ,2.46e-06,1,0.118,-2.755,1,0.0679,101.042,0.546,211000,Papo Reto (Prazer É Sexo O Resto É Negócio),58
2314,0.00111,0.522,0.957,1RutQ7SR6qzR6dwpmP8ccX,2.07e-05,9,0.31,-5.392,1,0.264,95.52,0.179,183949,American Idiot,44
2317,0.173,0.63,0.698,38xWaVFKaxZlMFvzNff2aW,0.0,10,0.0789,-4.51,1,0.0244,94.023,0.529,261426,Breakeven,74
2320,0.00897,0.405,0.606,5lzXML8WVfoQeUvEVakaHx,0.00101,3,0.143,-2.929,0,0.0366,123.777,0.188,258516,Broken,61
2328,0.154,0.61,0.893,1j8z4TTjJ1YOdoFEDwJTQa,4.41e-05,9,0.021,-3.681,1,0.0921,104.031,0.673,296520,Ain't It Fun,71
2329,5.87e-05,0.508,0.964,4YsAIpME2xJ1YERIgmhnzc,3.29e-05,6,0.172,-3.712,1,0.0453,140.03,0.545,200510,Backseat Serenade,53
2330,0.00725,0.465,0.896,3ZsexY07D4t4HRq7ogeSAS,0.0,2,0.206,-3.126,1,0.0795,181.014,0.569,182826,"Dear Maria, Count Me In",67
2331,0.0494,0.699,0.978,1eNvhuHU9hCR2h7CN7p3wz,0.000293,8,0.286,-3.39,1,0.0473,109.998,0.655,222960,Believe Me (feat. Bobo & Styles Of Beyond),0
2332,0.00044,0.468,0.987,71TuOoCwSv96CjsdNPZU5l,3.81e-06,5,0.331,-3.559,0,0.109,162.013,0.637,213733,A Love Like War,0
2333,0.68,0.64,0.888,0mHmIiOqGhAttmJALd2MuW,0.00132,7,0.336,-5.421,0,0.242,157.804,0.651,174506,Roots,12
2334,0.00178,0.394,0.944,6QewNVIDKdSl8Y3ycuHIei,4.54e-06,10,0.298,-6.506,0,0.0761,105.338,0.265,292580,Even Flow,73
2335,0.00752,0.284,0.875,1L94M3KIu7QluZe63g64rv,0.000461,11,0.402,-6.069,0,0.0422,75.009,0.595,340907,Alive,75
2336,0.000161,0.461,0.967,12d8CMvcWNBrJ7rMdT1kmt,0.00811,10,0.206,-6.103,1,0.042,140.467,0.433,234093,Do the Evolution,20
2338,0.363,0.622,0.692,0QnONzv3TvHAWk294h6DaQ,0.000158,7,0.193,-6.97,1,0.0276,112.053,0.774,195466,Last Kiss,70
2340,0.00971,0.693,0.875,5CeL9C3bsoe4yzYS1Qz8cw,0.0,7,0.0601,-8.354,0,0.0315,120.048,0.901,259386,Girls And Boys,68
2341,0.00178,0.674,0.789,1FTSo4v6BOZH9QxKc3MbVM,0.0071,8,0.0754,-6.903,1,0.0676,129.804,0.918,121160,Song 2 - 2012 Remastered Version,75
2342,0.111,0.536,0.847,31q2AsxMNpxHNENkWKG1j0,0.0,2,0.211,-4.078,1,0.0248,162.0,0.624,270546,Brother,50
2345,0.0268,0.585,0.906,1SqHHN5Mqy13gHbDGjTaU7,0.0,4,0.0482,-3.044,0,0.228,128.072,0.209,243746,Back to Earth (feat. Fall Out Boy),50
2348,0.0808,0.638,0.761,1VosStk1EfzyUzMe0f9LVt,5.42e-05,4,0.171,-5.582,1,0.035,107.234,0.739,245573,Who I Am,1
2354,0.00919,0.434,0.946,4zRnU8aqb6wjyGHaHxunQT,0.000767,9,0.374,-4.276,0,0.162,165.109,0.165,238349,Dark Horses,42
2355,0.667,0.65,0.505,0swyqDJ1lgzHgF1gZw1ZBJ,0.0,9,0.219,-6.079,0,0.0264,125.513,0.661,261687,Losing My Religion,0
2356,9.95e-05,0.407,0.935,3I7IGPFe0DoNXZI9JDYa5P,9.41e-05,0,0.151,-3.252,1,0.0481,215.917,0.836,231413,Everything's Magic,49
2357,0.609,0.578,0.439,2WRqyybESJKQeN9kjtFlR0,0.0,9,0.118,-7.355,1,0.0436,145.051,0.151,196013,I Was Me,10
2358,0.0458,0.484,0.758,0y080AoWs2PLxJZjuhjcEl,0.0,4,0.295,-5.01,1,0.0488,152.099,0.338,254346,Fallout,52
2359,0.157,0.598,0.658,3WQAnAi1JAG6xjJdUZqqw4,0.0,11,0.101,-6.342,1,0.0336,150.05,0.379,260000,Dead man walking,45
2362,0.138,0.418,0.827,4rstj4vgkFq49R2VV0fbxX,0.0,11,0.336,-4.133,0,0.0476,124.532,0.448,220720,"Build God, Then We'll Talk",60
2363,0.0347,0.746,0.665,0TXRO7qVCw0UOSkCPxWvUM,0.0,9,0.0806,-10.154,1,0.133,92.37,0.777,248266,1406,52
2365,1.44e-05,0.367,0.984,0Al5GzxSOC4RoU3QhrSEFL,8.59e-05,6,0.112,-3.039,1,0.0623,94.864,0.575,217720,All The Rage,39
2366,0.00493,0.484,0.866,1dPM2Inpdv6gfdnQeDThS3,0.0,11,0.132,-6.295,0,0.137,150.894,0.604,202320,Just Like That,36
2367,0.192,0.581,0.731,2R0478PhcwKMYLTiJHAuTH,0.0,7,0.405,-5.189,1,0.0289,127.582,0.579,233533,Segredos,59
2369,0.00284,0.618,0.903,2rra99gys30RQEnDvZYXhu,5.18e-06,11,0.11,-4.625,1,0.0561,120.082,0.493,204293,Gone So Young,0
2370,0.0074,0.453,0.941,6bal6He7kynSGdhLtVAHJk,0.0,11,0.0204,-2.881,1,0.103,77.012,0.417,230653,I Knew You Were Trouble,39
2373,0.00263,0.476,0.852,4OB27C1hKchrK2WHo2huQT,9.23e-06,3,0.307,-4.484,0,0.0378,132.401,0.377,250706,Silver And Cold,0
2374,0.00151,0.623,0.706,2yzPhdtUBzPvFMBQZXspAH,0.00228,1,0.103,-6.068,0,0.0285,120.979,0.222,239512,Seven Nation Army,0
2375,0.0492,0.784,0.85,5U8hKxSaDXB8cVeLFQjvwx,0.0,9,0.112,-3.679,1,0.0691,110.004,0.567,250188,The Monster,27
2376,0.543,0.854,0.954,4hEl2wrneFEJbJ6SDYWd2f,0.0,0,0.201,-1.185,0,0.246,114.609,0.67,248133,Not Afraid,25
2378,0.00922,0.689,0.735,7MJQ9Nfxzh8LPZ9e9u68Fq,0.00072,2,0.365,-4.545,1,0.267,171.403,0.059,320626,Lose Yourself - Soundtrack Version,47
2379,0.0219,0.655,0.762,6AnfqcIa7IyrCMtgh5P6Wc,0.000446,8,0.093,-3.427,0,0.312,82.656,0.368,295666,Like Toy Soldiers,58
2380,0.403,0.712,0.838,6sDQ4uiWw9OdVrCXFLSlZt,0.0,7,0.809,-2.679,1,0.313,148.138,0.607,363521,Rap God,26
2381,0.00971,0.701,0.728,1JOgNMKbemRhrD9pjL7fKz,0.00115,2,0.361,-4.554,1,0.255,171.388,0.0591,326466,"Lose Yourself - From ""8 Mile"" Soundtrack",8
2385,0.00282,0.497,0.923,4cqYUqmKMcb3q1tdImVpGW,0.0,2,0.158,-4.512,1,0.137,181.075,0.667,198000,Weightless,62
2386,0.0101,0.496,0.913,6OPoF9qiuV2dNfJ44w3X4M,0.0,4,0.118,-3.286,1,0.0448,165.981,0.675,189418,Something's Gotta Give,57
2387,0.00136,0.519,0.981,15IYFI3Mm58gOH7dLmKI3w,0.000155,1,0.0903,-3.473,0,0.0726,130.039,0.773,216689,Kids In The Dark,57
2388,0.0015,0.445,0.826,3kPuHm2aXRJvpoKOCtjYI0,0.00182,0,0.433,-7.093,1,0.0402,80.215,0.376,255733,Lifelines,35
2392,0.0139,0.474,0.841,42MCzdKGh51UPMDMkUGZ9Z,0.0,4,0.0921,-3.103,1,0.0291,83.992,0.372,241520,We Can Try,0
2396,0.000205,0.475,0.956,0X0Sce0TWkuYnT8PdNgcB1,0.0,1,0.319,-3.823,1,0.123,91.413,0.664,151911,Fucked up Kids,45
2397,0.392,0.612,0.733,7pvHYP8yaLfL7hbY3ilmef,0.000109,1,0.752,-7.49,0,0.0448,123.969,0.306,351453,O Anjo Mais Velho - Ao Vivo,37
2399,0.00324,0.584,0.771,2kwh3wHySHN1QCTAfMoxbm,1.23e-05,2,0.0917,-4.672,1,0.0302,115.023,0.275,202560,The Only Way Out,38
2402,0.00133,0.532,0.935,0uybt73QFXaLCoxuVf6fhm,8.37e-06,0,0.106,-4.798,1,0.0619,128.025,0.309,241960,It's Not My Time,59
2404,0.0536,0.679,0.784,5EHHMikaYxhe7N6h0gBvkn,4.41e-06,2,0.101,-5.194,1,0.0393,115.005,0.431,213320,Welcome,52
2405,0.00666,0.745,0.466,3m6KkYKdnbffMpGd9Pm9FP,0.35,4,0.272,-7.62,0,0.0864,123.889,0.303,231920,Seven Nation Army,78
2406,9.43e-05,0.528,0.831,0UY4FvG4f9JI6kBR1BlWrZ,0.0,8,0.141,-3.607,1,0.0429,131.094,0.632,220480,That's What You Get,61
2407,0.00265,0.671,0.77,7o7MExeF7niW4VFiie5Zxh,0.0,2,0.249,-4.12,1,0.0309,136.076,0.437,191520,Admirável Chip Novo,54
2411,0.369,0.379,0.81,62osYzM4qkpo2S7CdpsMFs,0.0,4,0.203,-5.417,1,0.0858,203.862,0.607,171440,Minha Juventude,42
2413,0.00658,0.472,0.772,2FML7gk7ac6quGFIjvkDb3,5.65e-05,5,0.132,-5.928,1,0.0316,139.993,0.6,393480,Dear God,62
2416,0.0613,0.298,0.815,2OqCyO684ShnEOqFQieN3Z,0.00136,11,0.108,-7.004,0,0.0438,152.155,0.113,202413,The Saints Are Coming,49
2418,0.0597,0.635,0.914,5c5a2Ptu8eyIpljhQHjIqk,0.0,0,0.601,-5.631,1,0.111,156.014,0.922,175493,Ain't No Rest For The Wicked - Original Version,70
2419,0.0454,0.536,0.924,1xvalP3MpDDVIKKxeyyCXf,0.0,7,0.0389,-5.063,0,0.214,159.922,0.657,171026,The Best Thing (That Never Happened),0
2424,0.0397,0.581,0.734,1j1qXljsWgxMVY7Ul9ZzDu,0.0,11,0.237,-8.573,0,0.0391,102.004,0.592,242466,Não Sei o Que Fazer Comigo (Ya No Sé Qué Hacer Conmigo),33
2428,0.00216,0.575,0.93,772ytntTDondfSv8hXnCRY,0.0,11,0.0743,-4.088,1,0.0501,92.479,0.715,243880,Umbrella,0
2429,0.00478,0.385,0.979,0GcTmN2hfMgVD0p3K3AD4K,7.99e-06,1,0.372,-3.716,0,0.0902,161.986,0.257,211813,Wake Up,0
2430,1.84e-05,0.407,0.935,1ZkuZUZf872L6l5XTCeuPz,3.09e-06,1,0.45,-3.425,0,0.0547,154.987,0.402,231493,Take My Hand,49
2431,0.0153,0.57,0.991,2PZidFq5YqZAbrPhJ72Pe1,0.000243,1,0.178,-2.428,1,0.073,95.026,0.533,226293,Gordelícia,31
2433,0.00315,0.471,0.963,5cBfw0kSfINwLHfTn3O2KI,0.0,10,0.244,-3.795,1,0.0572,150.033,0.581,227466,Lost In Stereo,0
2434,0.000342,0.59,0.945,7Mtg5ta1MKaFyWRZElFIDY,9.68e-06,10,0.132,-4.902,1,0.0603,128.044,0.607,228373,American Candy,23
2437,0.014,0.601,0.928,5hVepr5CHiTGtJY5bP4i5n,0.000113,7,0.151,-4.38,0,0.0481,115.999,0.625,246533,No One Like You,60
2438,0.448,0.231,0.43,4rBgm0zIGwwAhuUibPehy2,0.00141,1,0.229,-11.601,1,0.0301,104.668,0.155,273200,Send Me An Angel,20
2439,0.0047,0.282,0.605,0RdUX4WE0fO30VnlUbDVL6,0.00144,6,0.103,-4.916,0,0.0294,103.929,0.0783,403453,Still Loving You,69
2441,0.000261,0.587,0.891,46QazXxQS0B31CnbRCy8CV,0.00454,11,0.314,-3.381,1,0.0361,124.005,0.705,255573,Rock You Like a Hurricane,69
2442,0.297,0.453,0.543,6wjSNO6uJYlgbbfauyWhiw,0.0,0,0.0928,-10.106,1,0.0366,151.362,0.282,313226,Wind Of Change,27
2443,0.0208,0.67,0.753,2Z2vOukzwOgqR4dkymRSWd,2.71e-06,1,0.266,-5.058,0,0.0383,90.389,0.555,182500,Santeria,68
2444,0.0128,0.799,0.696,5nkYHBWXu7KCgcdwP6jcB1,0.000333,7,0.331,-7.513,1,0.0859,95.637,0.62,171066,What I Got,61
2445,0.128,0.683,0.867,6TprRQQ895PUNw0l8hsgiy,4.21e-06,1,0.0632,-3.534,0,0.128,119.865,0.667,214200,Alors On Danse,6
2446,0.0241,0.75,0.353,2UcXb7TKgkKgz8BXjTCYAb,0.00118,4,0.288,-9.767,0,0.105,119.77,0.399,282000,Jah Atmosphere,0
2447,0.0513,0.757,0.621,7HDMbAfzQsk9JfCFZoa3p6,2.88e-05,5,0.0812,-8.56,0,0.121,77.581,0.573,239306,Did You Ever,0
2448,0.017,0.628,0.582,5hfVfqVcKft3vq10A3MRbl,0.0,7,0.0903,-7.345,1,0.0335,83.354,0.537,265274,You Don't Know Me,36
2449,0.0049,0.756,0.548,6IRZBagLvlqe22138OPynw,4.99e-05,4,0.0744,-8.273,0,0.0587,133.344,0.62,308453,Open My Eyes,46
2451,0.0779,0.686,0.629,547gVkQNSwvdtVWuO7cgHs,8.44e-05,7,0.0813,-8.711,0,0.0287,90.873,0.754,252474,By My Side,41
2453,0.00351,0.725,0.759,4JEuofcZUBkGV0fAIvzb61,0.0,6,0.162,-4.251,0,0.0508,80.995,0.822,244012,She Still Loves Me (feat. Collie Buddz),52
2455,0.236,0.868,0.434,3GylBJWB3nHyFjgEm62pMD,0.0,0,0.167,-8.538,1,0.0634,117.008,0.576,285906,Rasta Courage,1
2456,0.203,0.86,0.408,1yY9KKrsCOe5DUDstpvYke,0.0,6,0.103,-8.841,0,0.0532,116.831,0.53,256733,True Love,5
2457,0.0178,0.549,0.981,4lAYMPLPFOovwTCmtTt9b5,1.8e-06,11,0.438,-3.558,0,0.059,82.331,0.873,185306,I'm A Believer,21
2462,0.000208,0.658,0.842,6tVjcfkg648NG5bXrstJij,0.0729,4,0.371,-8.855,0,0.0425,93.129,0.59,343893,Harvester Of Sorrow,5
2463,0.0638,0.461,0.95,1LDAh7QQnWvp3GJ9QDa1Pj,0.0149,9,0.211,-6.189,1,0.179,140.77,0.535,415400,Seek & Destroy,7
2464,0.000754,0.375,0.951,3LM41UarpHPJkUZ7rVbbGx,0.259,4,0.103,-9.113,0,0.113,100.631,0.198,395133,Creeping Death,10
2467,0.00112,0.444,0.703,64Ret7Tf2M8pDE4aqbW2tX,0.0761,7,0.127,-9.443,1,0.0641,106.228,0.419,447440,One,15
2468,0.000773,0.632,0.845,5pQYjzkALsgYOcFTC8DMmU,0.00152,7,0.0618,-6.336,1,0.0333,89.232,0.433,324560,Sad But True,11
2469,0.000608,0.538,0.872,6NwbeybX6TDtXlpXvnUOZC,0.573,4,0.0946,-7.658,0,0.0361,105.102,0.593,516293,Master Of Puppets,16
2470,0.0505,0.558,0.364,3ZFwuJwUpIl0GeXsvF1ELf,5.02e-06,4,0.0753,-11.258,0,0.0265,142.171,0.17,388733,Nothing Else Matters,28
2472,0.274,0.432,0.848,0NSeXLBOh16zjbENkAu0P6,0.0344,4,0.233,-8.095,0,0.0878,81.201,0.743,294000,Black Dog,53
2473,0.575,0.346,0.335,51pQ7vY7WXzxskwloaeqyj,0.00674,7,0.185,-12.453,1,0.0339,84.204,0.213,478173,Stairway To Heaven,66
2480,0.0131,0.472,0.652,0wokCRaKD0zPNhMRXAgVsr,1.12e-05,1,0.14,-10.171,0,0.0305,140.124,0.401,340200,Ordinary World,69
2481,0.0433,0.691,0.812,39lSeqnyjZJejRuaREfyLL,1.16e-06,0,0.299,-7.772,1,0.0558,127.568,0.685,220626,Hungry Like The Wolf - 2009 Remastered Version,70
2482,0.00363,0.831,0.698,4qon1A2efMVZ1UgooNoxad,1.77e-06,10,0.0457,-7.339,0,0.0841,101.15,0.867,175546,The Fresh Prince of Bel-Air,36
2483,0.244,0.698,0.473,0h8pmQEibj5GUdMoaqrJnF,0.211,4,0.063,-11.741,1,0.0283,114.453,0.694,308800,So Far Away - Full Version,16
2484,0.0771,0.731,0.797,3LTMnFa0hhwisyq6ILahyj,0.0248,5,0.334,-9.992,1,0.0309,148.192,0.933,348624,Sultans Of Swing,33
2491,0.0226,0.76,0.891,4Hff1IjRbLGeLgFgxvHflk,0.0868,11,0.298,-5.852,0,0.0372,120.265,0.966,244999,DARE,71
2492,0.000153,0.435,0.928,2bjuyoFjp8mEd6541Vg1ZW,8.7e-05,9,0.107,-3.538,1,0.0701,160.009,0.296,242448,Dark Storms,46
2495,0.0319,0.646,0.795,0BgRaFy7qnwT1PuUmSTFkf,0.0,9,0.267,-3.293,1,0.0976,89.99,0.796,210960,Stereo Hearts (feat. Adam Levine),52
2496,0.0603,0.319,0.784,3stCwD5L683yq5AfdxxXHC,0.0016,8,0.125,-6.356,1,0.046,151.748,0.101,224151,Surreal,0
2498,0.00107,0.533,0.739,1yjoYVyZPEg4KFigY56ExT,0.0,0,0.094,-6.395,1,0.0341,126.903,0.518,256760,Segunda-Feira,46
2500,0.579,0.419,0.831,1V4EE14vKOOWWDBtHD8xEe,2.4e-05,10,0.151,-5.497,1,0.0418,149.95,0.318,223625,"Someone, Somewhere - Acoustic",35
2503,0.0157,0.663,0.777,2HHiH52OPxe8qyVO7N4uH7,0.00829,5,0.0755,-5.496,0,0.0375,143.003,0.94,212613,Bad Blood,52
2509,0.0748,0.551,0.851,6yr8GiTHWvFfi4o6Q5ebdT,0.0,1,0.0784,-3.277,1,0.197,171.411,0.1,297893,'Till I Collapse,30
2510,0.00971,0.701,0.728,7w9bgPAmPTtrkt2v16QWvQ,0.00115,2,0.361,-4.554,1,0.255,171.388,0.0591,326466,"Lose Yourself - From ""8 Mile"" Soundtrack",78
2511,0.0018,0.677,0.812,3C7RbG9Co0zjO7CsuEOqRa,1.93e-06,5,0.0741,-4.235,0,0.13,163.851,0.166,340266,Sing For The Moment,58
2512,0.0375,0.781,0.74,4QVOTT9CM2ftSLwnYGNDjd,2.27e-06,6,0.449,-5.065,0,0.208,80.056,0.527,404426,Stan,69
2513,0.0451,0.671,0.885,2S9Hmv3pv86ScVA8XnFmOW,0.0,0,0.46,-3.464,1,0.132,142.02,0.525,278640,Space Bound,16
2515,0.128,0.735,0.932,52JyHLUiugFECIYBWM2qdh,0.0,11,0.175,-2.86,1,0.224,129.583,0.318,299506,No Love,17
2516,0.0223,0.738,0.875,2vbWpgFRbqbVZFybdCgm6M,0.0,11,0.247,-4.043,0,0.331,95.073,0.664,238746,Berzerk,7
2517,0.0493,0.515,0.74,2ye824NM1m7Nc2UPXtwZjL,0.0,10,0.258,-5.507,0,0.363,75.922,0.765,281133,When I'm Gone,70
2518,0.21,0.621,0.672,17baAghWcrewNOcc9dCewx,0.0,4,0.13,-3.892,0,0.276,83.808,0.228,251266,Mockingbird,71
2519,0.246,0.746,0.922,6UaRii9AH6Zss9xNMEQ2M9,0.0,10,0.515,-5.014,1,0.236,86.961,0.638,263373,Love The Way You Lie,28
2520,0.0525,0.661,0.905,4FDjkgw75Lr0VEx5vOTGCk,0.0,1,0.0509,-4.739,0,0.0448,149.907,0.967,173693,Harder To Breathe,17
2521,0.0756,0.604,0.761,4T5cqerbDXueYSVfXkIITo,0.0,0,0.062,-5.227,1,0.0468,88.04,0.787,244866,Sunday Morning,25
2522,0.0149,0.737,0.615,5kTvymHsmlmcy5yQWbWO1U,0.0,3,0.102,-3.76,1,0.0317,110.023,0.41,231173,Won't Go Home Without You,21
